"specimen","species","signal","sex","body_length","location","sensillum_type","olfactory_type","mean_dists","density","fraction","counts"
"NCC Ent 10","Photinus consanguineus","visual","male","9.442","F9","olfactory","trichoid",29.1077732337436,0.00223111442074514,1,27
"NCC Ent 10","Photinus consanguineus","visual","male","9.442","F9","olfactory","basiconica",NA,NA,0,0
"NCC Ent 10","Photinus consanguineus","visual","male","9.442","F9","olfactory","capitular",NA,NA,0,0
"NCC Ent 10","Photinus consanguineus","visual","male","9.442","F9","olfactory",NA,28.9307712251829,0.00231374828818015,0.4375,27
"NCC Ent 10","Photinus consanguineus","visual","male","9.442","F9","all",NA,20.6718665735275,0.00528856751584033,1,64
"NCC Ent 10","Photinus consanguineus","visual","male","9.442","F10","mechano",NA,19.5834449515053,0.0053762851636704,0.695652173913043,16
"NCC Ent 10","Photinus consanguineus","visual","male","9.442","F10","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 10","Photinus consanguineus","visual","male","9.442","F10","olfactory","trichoid",40.2494266751753,0.0023521247591058,1,7
"NCC Ent 10","Photinus consanguineus","visual","male","9.442","F10","olfactory","basiconica",NA,NA,0,0
"NCC Ent 10","Photinus consanguineus","visual","male","9.442","F10","olfactory","capitular",NA,NA,0,0
"NCC Ent 10","Photinus consanguineus","visual","male","9.442","F10","olfactory",NA,40.2494266751753,0.0023521247591058,0.304347826086957,7
"NCC Ent 10","Photinus consanguineus","visual","male","9.442","F10","all",NA,17.9923824575463,0.0077284099227762,1,23
"NCC Ent 11","Microphotus angustus","both","male","10.441","F1","mechano",NA,NA,NA,NA,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F1","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F1","olfactory","trichoid",27.328661535403,0.00301998259381469,1,27
"NCC Ent 11","Microphotus angustus","both","male","10.441","F1","olfactory","basiconica",NA,NA,0,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F1","olfactory","capitular",NA,NA,0,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F1","olfactory",NA,26.9768231936499,0.00313183380099301,0.666666666666667,27
"NCC Ent 11","Microphotus angustus","both","male","10.441","F1","all",NA,22.829795412718,0.00469775070148952,0.666666666666667,42
"NCC Ent 11","Microphotus angustus","both","male","10.441","F2","mechano",NA,25.3216494486944,0.0011308053626971,0.477272727272727,42
"NCC Ent 11","Microphotus angustus","both","male","10.441","F2","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F2","olfactory","trichoid",28.6647886235985,0.0012385011115254,1,46
"NCC Ent 11","Microphotus angustus","both","male","10.441","F2","olfactory","basiconica",NA,NA,0,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F2","olfactory","capitular",NA,NA,0,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F2","olfactory",NA,28.6647886235985,0.0012385011115254,0.522727272727273,46
"NCC Ent 11","Microphotus angustus","both","male","10.441","F2","all",NA,27.5382782586646,0.00236930647422251,1,88
"NCC Ent 11","Microphotus angustus","both","male","10.441","F3","mechano",NA,28.7507755572249,0.00219540791592278,0.44578313253012,37
"NCC Ent 11","Microphotus angustus","both","male","10.441","F3","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F3","olfactory","trichoid",26.6226319823273,0.00272942605763373,1,46
"NCC Ent 11","Microphotus angustus","both","male","10.441","F3","olfactory","basiconica",NA,NA,0,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F3","olfactory","capitular",NA,NA,0,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F3","olfactory",NA,26.6226319823273,0.00272942605763373,0.55421686746988,46
"NCC Ent 11","Microphotus angustus","both","male","10.441","F3","all",NA,19.3247148850313,0.00492483397355651,1,83
"NCC Ent 11","Microphotus angustus","both","male","10.441","F4","mechano",NA,29.1682323362885,0.00253853015137759,0.533980582524272,55
"NCC Ent 11","Microphotus angustus","both","male","10.441","F4","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F4","olfactory","trichoid",27.062656859317,0.00221544449574771,1,48
"NCC Ent 11","Microphotus angustus","both","male","10.441","F4","olfactory","basiconica",NA,NA,0,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F4","olfactory","capitular",NA,NA,0,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F4","olfactory",NA,27.062656859317,0.00221544449574771,0.466019417475728,48
"NCC Ent 11","Microphotus angustus","both","male","10.441","F4","all",NA,20.9075528654674,0.0047539746471253,1,103
"NCC Ent 11","Microphotus angustus","both","male","10.441","F5","mechano",NA,20.5206022408584,0.00573053147757104,0.896551724137931,26
"NCC Ent 11","Microphotus angustus","both","male","10.441","F5","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F5","olfactory","trichoid",56.8634827714134,0.000661215170488966,1,3
"NCC Ent 11","Microphotus angustus","both","male","10.441","F5","olfactory","basiconica",NA,NA,0,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F5","olfactory","capitular",NA,NA,0,0
"NCC Ent 11","Microphotus angustus","both","male","10.441","F5","olfactory",NA,56.8634827714134,0.000661215170488966,0.103448275862069,3
"NCC Ent 11","Microphotus angustus","both","male","10.441","F5","all",NA,19.5411634997709,0.00639174664806,1,29
"NCC Ent 11","Microphotus angustus","both","male","10.441","F6","mechano",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F6","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F6","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F6","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F6","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F6","olfactory",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F6","all",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F7","mechano",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F7","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F7","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F7","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F7","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F7","olfactory",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F7","all",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F8","mechano",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F8","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F8","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F8","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F8","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F8","olfactory",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F8","all",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F9","mechano",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F9","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F9","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F9","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F9","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F9","olfactory",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F9","all",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F10","mechano",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F10","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F10","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F10","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F10","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F10","olfactory",NA,NA,NA,NA,NA
"NCC Ent 11","Microphotus angustus","both","male","10.441","F10","all",NA,NA,NA,NA,NA
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F1","mechano",NA,26.6479251351168,0.00303485750887951,0.920353982300885,104
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F1","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F1","olfactory","trichoid",56.636619720359,0.00026263189980688,1,9
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F1","olfactory","basiconica",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F1","olfactory","capitular",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F1","olfactory",NA,56.636619720359,0.00026263189980688,0.079646017699115,9
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F1","all",NA,25.5838824571177,0.00329748940868639,1,113
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F2","mechano",NA,38.2062663334681,0.00148748012651894,0.741935483870968,46
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F2","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F2","olfactory","trichoid",68.6581776565548,0.000517384391832673,1,16
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F2","olfactory","basiconica",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F2","olfactory","capitular",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F2","olfactory",NA,68.6581776565548,0.000517384391832673,0.258064516129032,16
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F2","all",NA,37.6487510232811,0.00200486451835161,1,62
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F3","mechano",NA,33.6307595536934,0.00130220988634601,0.766355140186916,82
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F3","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F3","olfactory","trichoid",58.8268659715644,0.000397015209251832,1,25
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F3","olfactory","basiconica",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F3","olfactory","capitular",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F3","olfactory",NA,58.8268659715644,0.000397015209251832,0.233644859813084,25
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F3","all",NA,33.6355962933559,0.00169922509559784,1,107
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F4","mechano",NA,29.430792442011,0.00240108358149362,0.767123287671233,112
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F4","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F4","olfactory","trichoid",40.495037796954,0.000728900372953421,1,34
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F4","olfactory","basiconica",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F4","olfactory","capitular",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F4","olfactory",NA,40.495037796954,0.000728900372953421,0.232876712328767,34
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F4","all",NA,25.1166580372657,0.00312998395444704,1,146
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F5","mechano",NA,33.2996442803801,0.00254285221802621,0.738738738738739,82
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F5","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F5","olfactory","trichoid",47.0988239457266,0.00089930139418,1,29
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F5","olfactory","basiconica",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F5","olfactory","capitular",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F5","olfactory",NA,47.0988239457266,0.00089930139418,0.261261261261261,29
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F5","all",NA,28.8030451831666,0.00344215361220621,1,111
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F6","mechano",NA,27.9234038250602,0.00300378275881512,0.836734693877551,82
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F6","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F6","olfactory","trichoid",30.5013545241287,0.000549472455880815,1,15
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F6","olfactory","basiconica",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F6","olfactory","capitular",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F6","olfactory",NA,29.8581496544908,0.000586103952939536,0.163265306122449,15
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F6","all",NA,25.2183664204261,0.00358988671175466,1,98
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F7","mechano",NA,26.3711509836876,0.00306025409796758,0.861702127659574,81
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F7","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F7","olfactory","trichoid",40.3854931096343,0.000491151892266401,1,13
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F7","olfactory","basiconica",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F7","olfactory","capitular",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F7","olfactory",NA,40.3854931096343,0.000491151892266401,0.138297872340426,13
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F7","all",NA,27.6532727931246,0.00355140599023398,1,94
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F8","mechano",NA,25.999475072421,0.00323432348482201,0.880952380952381,74
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F8","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F8","olfactory","trichoid",63.9416897281155,0.000437070741192164,1,10
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F8","olfactory","basiconica",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F8","olfactory","capitular",NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F8","olfactory",NA,63.9416897281155,0.000437070741192164,0.119047619047619,10
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F8","all",NA,25.2912595886314,0.00367139422601418,1,84
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F9","mechano",NA,14.7573545549765,0.0124560848051679,1,14
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F9","hygro-thermo",NA,NA,NA,0,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F9","olfactory","trichoid",NA,NA,NA,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F9","olfactory","basiconica",NA,NA,NA,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F9","olfactory","capitular",NA,NA,NA,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F9","olfactory",NA,NA,NA,NA,0
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F9","all",NA,14.7573545549765,0.0124560848051679,1,14
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F10","mechano",NA,NA,NA,NA,NA
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F10","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F10","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F10","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F10","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F10","olfactory",NA,NA,NA,NA,NA
"NCC Ent 12","Cratomorphus sp","visual","female","25.52","F10","all",NA,NA,NA,NA,NA
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F1","mechano",NA,34.630376080172,0.00182948747005256,0.895238095238095,94
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F1","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F1","olfactory","trichoid",72.4044993679466,0.00021408895926147,1,11
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F1","olfactory","basiconica",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F1","olfactory","capitular",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F1","olfactory",NA,72.4044993679466,0.00021408895926147,0.104761904761905,11
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F1","all",NA,33.2902665086447,0.00204357642931403,1,105
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F2","mechano",NA,36.7099612205379,0.00162609657474328,0.813725490196078,83
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F2","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F2","olfactory","trichoid",70.8123573628718,0.000372238974941233,1,19
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F2","olfactory","basiconica",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F2","olfactory","capitular",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F2","olfactory",NA,70.8123573628718,0.000372238974941233,0.186274509803922,19
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F2","all",NA,32.2363891749223,0.00199833554968451,1,102
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F3","mechano",NA,38.3375189673414,0.001485262580291,0.685714285714286,72
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F3","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F3","olfactory","trichoid",51.8664191002589,0.00068074534930004,1,33
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F3","olfactory","basiconica",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F3","olfactory","capitular",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F3","olfactory",NA,51.8664191002589,0.00068074534930004,0.314285714285714,33
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F3","all",NA,30.6831568127091,0.00216600792959104,1,105
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F4","mechano",NA,38.2254686954876,0.0017123064930977,0.75,90
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F4","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F4","olfactory","trichoid",62.7617872439567,0.000570768831032568,1,30
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F4","olfactory","basiconica",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F4","olfactory","capitular",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F4","olfactory",NA,62.7617872439567,0.000570768831032568,0.25,30
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F4","all",NA,31.588310560711,0.00228307532413027,1,120
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F5","mechano",NA,39.1516983314432,0.00150463247611664,0.597560975609756,49
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F5","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F5","olfactory","trichoid",54.075973664216,0.00101332391248671,1,33
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F5","olfactory","basiconica",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F5","olfactory","capitular",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F5","olfactory",NA,54.075973664216,0.00101332391248671,0.402439024390244,33
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F5","all",NA,30.6449189139402,0.00251795638860335,1,82
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F6","mechano",NA,37.7700896544665,0.00180716776756096,0.770114942528736,67
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F6","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F6","olfactory","trichoid",69.6955887348839,0.00053945306494357,1,20
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F6","olfactory","basiconica",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F6","olfactory","capitular",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F6","olfactory",NA,69.6955887348839,0.00053945306494357,0.229885057471264,20
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F6","all",NA,32.8787788614447,0.00234662083250453,1,87
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F7","mechano",NA,31.6035865447581,0.00232417439372098,0.826530612244898,81
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F7","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F7","olfactory","trichoid",64.1750038738319,0.000487789687571069,1,17
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F7","olfactory","basiconica",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F7","olfactory","capitular",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F7","olfactory",NA,64.1750038738319,0.000487789687571069,0.173469387755102,17
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F7","all",NA,28.8527609990596,0.00281196408129205,1,98
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F8","mechano",NA,33.1072376795482,0.00244053523913797,0.795698924731183,74
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F8","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F8","olfactory","trichoid",41.1998147257665,0.00062662391275164,1,19
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F8","olfactory","basiconica",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F8","olfactory","capitular",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F8","olfactory",NA,41.1998147257665,0.00062662391275164,0.204301075268817,19
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F8","all",NA,27.3025338759341,0.00306715915188961,1,93
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F9","mechano",NA,30.6775909618665,0.00250721193271087,0.930693069306931,94
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F9","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F9","olfactory","trichoid",79.6653891754729,0.000186707271584852,1,7
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F9","olfactory","basiconica",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F9","olfactory","capitular",NA,NA,0,0
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F9","olfactory",NA,79.6653891754729,0.000186707271584852,0.0693069306930693,7
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F9","all",NA,28.1283048844834,0.00269391920429572,1,101
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F10","mechano",NA,NA,NA,NA,NA
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F10","hygro-thermo",NA,NA,NA,NA,NA
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F10","olfactory","trichoid",NA,NA,NA,NA
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F10","olfactory","basiconica",NA,NA,NA,NA
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F10","olfactory","capitular",NA,NA,NA,NA
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F10","olfactory",NA,NA,NA,NA,NA
"NCC Ent 13","Aspisoma sp","visual","female","13.336","F10","all",NA,NA,NA,NA,NA
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F1","mechano",NA,25.5001339067858,0.00346137021411226,0.981132075471698,52
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F1","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F1","olfactory","trichoid",NA,NA,NA,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F1","olfactory","basiconica",NA,NA,NA,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F1","olfactory","capitular",NA,NA,NA,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F1","olfactory",NA,NA,NA,NA,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F1","all",NA,24.9650003543815,0.00352793502592211,0.981132075471698,53
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F2","mechano",NA,22.1586427001307,0.00370939675919786,0.923076923076923,48
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F2","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F2","olfactory","trichoid",74.8217778412172,0.000309116396599822,1,4
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F2","olfactory","basiconica",NA,NA,0,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F2","olfactory","capitular",NA,NA,0,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F2","olfactory",NA,74.8217778412172,0.000309116396599822,0.0769230769230769,4
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F2","all",NA,21.6143611923766,0.00401851315579768,1,52
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F3","mechano",NA,23.717963562239,0.00384075544007959,0.802816901408451,57
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F3","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F3","olfactory","trichoid",43.5787979930446,0.000943343441423057,1,14
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F3","olfactory","basiconica",NA,NA,0,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F3","olfactory","capitular",NA,NA,0,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F3","olfactory",NA,43.5787979930446,0.000943343441423057,0.197183098591549,14
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F3","all",NA,20.6495471046351,0.00478409888150264,1,71
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F4","mechano",NA,20.1096998806233,0.00457631298062731,0.857142857142857,60
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F4","hygro-thermo",NA,NA,NA,NA,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F4","olfactory","trichoid",43.9708510135118,0.000762718830104552,1,10
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F4","olfactory","basiconica",NA,NA,0,0
"NCC Ent 14","Aspisoma sp","visual","female","13.336","F4","olfactory","capitular",NA,NA,0,0
