Photo,Specimen,Species,Location,Sensillum_type,Olfactory_type,x,y,Number,Comments,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,olfactory,trichoid,218.898,68.68,16,pink,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,olfactory,trichoid,213.403,80.878,17,pink,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,olfactory,trichoid,212.854,95.273,18,pink,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,olfactory,trichoid,212.634,117.8,19,pink,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,olfactory,trichoid,193.623,100.108,20,pink,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,olfactory,trichoid,183.184,105.053,21,pink,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,olfactory,trichoid,164.833,116.042,22,pink,,,,,,,,,,,
bicelloynchaM f5_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F5,olfactory,trichoid,167.69,82.087,23,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,43.034,165.379,1,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,50.207,164,2,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,44.414,180.69,3,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,67.172,163.31,4,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,78.897,166.897,5,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,93.517,172.414,6,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,107.586,175.724,7,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,51.448,146.621,8,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,48.966,142.759,9,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,62.345,137.931,10,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,64.828,153.241,11,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,111.31,161.931,12,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,125.103,176.414,13,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,128.414,168.69,14,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,119.034,145.931,15,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,87.31,140.828,16,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,79.172,129.655,17,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,61.793,123.862,18,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,73.655,103.586,19,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,84.828,103.448,20,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,93.241,106.483,21,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,100.828,118.483,22,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,85.931,91.586,23,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,100.276,86.069,24,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,111.586,87.034,25,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,108,102.897,26,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,151.724,156.414,27,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,158.621,145.103,28,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,171.586,131.034,29,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,137.379,103.724,30,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,126.621,92.276,31,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,137.241,45.931,32,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,140.69,62.069,33,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,190.207,122.621,34,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,203.034,104.966,35,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,148.552,73.103,36,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,183.034,71.862,37,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,170.621,65.103,38,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,177.517,49.379,39,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,164.276,17.517,40,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,168.782,103.586,41,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,161.609,91.816,42,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,199.31,94.759,43,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,231.126,73.609,44,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,230.575,35.172,45,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,207.402,18.621,46,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,194.713,10.897,47,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,178.713,22.299,48,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,144.138,26.529,49,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,150.207,123.448,50,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,154.805,133.011,51,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,105.103,143.172,52,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,172.828,111.586,53,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,mechano,NA,181.103,115.724,54,yellow,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,100.138,77.793,1,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,123.586,105.793,2,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,116,121.241,3,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,132.828,43.862,4,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,142.345,138.069,5,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,154.621,103.862,6,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,136.138,32.414,7,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,131.724,33.241,8,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,189.379,91.724,9,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,181.793,84.552,10,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,148.276,84.552,11,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,168.69,76.828,12,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,160.828,61.103,13,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,160.138,49.793,14,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,172.138,19.31,15,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,200.276,56.828,16,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,214.897,59.448,17,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,202.897,83.724,18,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,192.276,51.724,19,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,202.207,45.931,20,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,217.931,48.828,21,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,209.655,32.138,22,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,182.207,27.172,23,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,olfactory,trichoid,194.759,26.207,24,pink,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,hygro-thermo,NA,91.862,159.724,1,cyan,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,hygro-thermo,NA,130.345,75.448,2,cyan,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,hygro-thermo,NA,175.862,36.552,3,cyan,,,,,,,,,,,
bicelloynchaM f6_xy.tif,NCC Ent 2,Bicellonycha wickershamorum,F6,hygro-thermo,NA,197.103,38.207,4,cyan,,,,,,,,,,,
