Photo,Specimen,Species,Location,Sensillum_type,Olfactory_type,x,y,Number,Comments,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,432.167,397.5,11,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,474.833,388.167,12,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,370.833,420.833,13,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,397.5,438.167,14,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,442.833,441.5,15,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,474.833,468.167,16,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,509.5,477.5,17,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,338.833,533.5,18,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,378.833,506.167,19,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,400.833,536.167,20,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,433.5,536.833,21,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,489.5,526.167,22,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,503.5,560.167,23,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,442.167,583.167,24,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,359.5,558.5,25,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,mechano,NA,380.833,582.5,26,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,olfactory,trichoid,563,170,1,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,olfactory,trichoid,588.833,176.167,2,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,olfactory,trichoid,598.167,200.833,3,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,olfactory,trichoid,644.833,194.167,4,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,olfactory,trichoid,628.167,185.5,5,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,olfactory,trichoid,660.167,196.833,6,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,olfactory,trichoid,530.167,256.167,7,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,olfactory,trichoid,410.167,374.833,8,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,olfactory,trichoid,372.833,461.5,9,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,olfactory,trichoid,403.5,486.833,10,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F8.tif,LACM Ent 574187,Pyractomena angulata,F8,olfactory,trichoid,432.833,484.833,11,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,502.833,304.833,1,"yellow many sensilla broken, hard to plot",,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,577.833,314.5,2,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,594.167,341.5,3,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,491.5,361.167,4,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,581.167,412.5,5,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,616.167,429.5,6,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,470.5,396.5,7,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,451.167,449.833,8,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,433.833,488.5,9,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,420.5,530.5,10,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,446.167,520.167,11,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,465.833,512.833,12,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,485.833,516.5,13,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,502.833,510.167,14,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,524.833,469.167,15,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,521.5,522.167,16,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,533.167,542.5,17,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,580.167,486.167,18,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,mechano,NA,569.833,518.167,19,yellow,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,olfactory,trichoid,540.167,301.5,1,"pink many sensilla broken, hard to plot",,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,olfactory,trichoid,609.5,292.5,2,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,olfactory,trichoid,478.167,348.167,3,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,olfactory,trichoid,565.167,434.833,4,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,olfactory,trichoid,597.833,444.833,5,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,olfactory,trichoid,601.167,459.5,6,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,olfactory,trichoid,452.167,311.167,7,pink,,,,,,,,,,,,,,,,,,
Pyractomena angulata F9.tif,LACM Ent 574187,Pyractomena angulata,F9,olfactory,trichoid,551.167,498.167,8,pink,,,,,,,,,,,,,,,,,,
