Photo,Specimen,Species,Location,Sensillum_type,Olfactory_type,x,y,Number,Comments,,,,,,,,,,,,,,,,,,
Photinus pyralis F3.tif,LACM Ent 574182,Photinus pyralis,F3,olfactory,trichoid,516.167,403.833,34,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,480.5,411.833,1,green image somewhat unclear,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,500.833,422.833,2,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,516.833,401.833,3,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,478.5,440.167,4,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,520.833,451.5,5,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,542.833,430.5,6,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,556.833,450.167,7,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,549.167,482.167,8,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,487.833,458.833,9,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,463.167,482.833,10,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,473.833,489.167,11,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,489.5,489.167,12,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,495.5,507.167,13,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,522.5,506.167,14,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,517.5,485.833,15,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,mechano,NA,540.167,500.167,16,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,olfactory,NA,485.833,433.167,1,orange image somewhat unclear,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,olfactory,NA,501.833,446.833,2,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,olfactory,NA,539.5,451.167,3,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,olfactory,NA,497.833,464.833,4,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,olfactory,NA,468.5,454.5,5,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,olfactory,NA,466.5,470.833,6,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,olfactory,trichoid,535.167,481.167,7,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,olfactory,trichoid,552.5,418.833,8,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,olfactory,trichoid,529.5,412.5,9,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,olfactory,trichoid,501.5,412.167,10,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,olfactory,NA,439.167,480.5,11,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F4.tif,LACM Ent 574182,Photinus pyralis,F4,olfactory,NA,506.5,504.5,12,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,mechano,NA,504.167,410.5,1,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,mechano,NA,542.5,441.833,2,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,mechano,NA,518.5,437.5,3,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,mechano,NA,489.167,455.167,4,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,mechano,NA,519.167,460.833,5,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,mechano,NA,530.5,493.167,6,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,mechano,NA,507.167,494.5,7,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,mechano,NA,464.5,473.833,8,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,olfactory,basiconica,515.5,415.833,1,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,olfactory,trichoid,530.833,430.167,2,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,olfactory,basiconica,487.5,428.5,3,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,olfactory,trichoid,501.167,445.167,4,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,olfactory,NA,540.833,466.167,5,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,olfactory,trichoid,471.167,451.833,6,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,olfactory,trichoid,495.833,471.833,7,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,olfactory,trichoid,517.167,483.167,8,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,olfactory,trichoid,507.833,520.833,9,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,olfactory,basiconica,543.167,416.5,10,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F5.tif,LACM Ent 574182,Photinus pyralis,F5,olfactory,basiconica,559.833,430.833,11,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,455.833,331.5,1,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,473.5,312.5,2,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,513.5,317.5,3,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,545.5,344.5,4,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,573.167,359.833,5,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,495.5,314.5,6,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,451.833,364.5,7,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,490.5,360.833,8,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,518.167,371.5,9,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,544.5,385.167,10,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,579.833,409.833,11,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,435.833,384.5,12,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,450.5,403.833,13,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,488.833,404.833,14,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,539.833,426.167,15,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,430.833,443.5,16,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,479.5,446.5,17,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,508.167,456.167,18,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,545.5,481.5,19,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,494.833,484.5,20,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,475.833,493.5,21,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,mechano,NA,453.167,487.167,22,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,446,438,1,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,464.167,458.167,2,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,487.5,465.5,3,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,525.5,483.5,4,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,551.5,449.5,5,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,572.167,432.167,6,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,519.5,439.5,7,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,505.5,400.833,8,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,463.5,398.167,9,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,434.167,406.833,10,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,422.167,430.167,11,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,480.833,387.5,12,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,465.5,363.5,13,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,508.167,356.833,14,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,531.5,383.5,15,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,558.833,401.5,16,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,560.167,348.167,17,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,522.833,338.833,18,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,496.167,345.5,19,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,484.167,328.167,20,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,452.833,316.167,21,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,434.833,356.167,22,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F6.tif,LACM Ent 574182,Photinus pyralis,F6,olfactory,trichoid,516.167,417.167,23,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,440.75,421.75,1,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,456.75,427,2,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,491,413.25,3,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,487.75,380.5,4,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,521,412.5,5,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,432.25,456,6,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,456.5,461.25,7,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,510.25,459.5,8,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,473.5,475.75,9,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,455.5,497,10,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,487.5,498.75,11,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,505.75,513.25,12,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,522.5,482.5,13,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,mechano,NA,474.5,391.5,14,green,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,olfactory,trichoid,469.25,418.75,1,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,olfactory,trichoid,495,443.5,2,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,olfactory,trichoid,482,446.5,3,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,olfactory,trichoid,468.25,452.5,4,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,olfactory,trichoid,446,449.25,5,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,olfactory,trichoid,487.25,473,6,orange,,,,,,,,,,,,,,,,,,
Photinus pyralis F7.tif,LACM Ent 574182,Photinus pyralis,F7,olfactory,trichoid,512.5,479.75,7,orange,,,,,,,,,,,,,,,,,,
