Photo,Specimen,Species,Location,Sensillum_type,Olfactory_type,x,y,Number,Comments,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,mechano,NA,451.5,415.167,11,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,mechano,NA,501.5,345.167,12,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,mechano,NA,570.167,344.5,13,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,mechano,NA,541.5,388.5,14,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,mechano,NA,597.5,347.833,15,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,347,203,1,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,367.167,195.833,2,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,401.833,165.167,3,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,432.5,158.5,4,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,456.5,167.167,5,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,507.167,158.5,6,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,531.167,125.833,7,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,458.5,196.5,8,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,542.5,172.5,9,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,425.167,250.5,10,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,488.5,212.5,11,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,397.167,324.5,12,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,426.5,313.833,13,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,474.5,280.5,14,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,482.5,250.5,15,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,529.833,267.167,16,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,383.167,347.833,17,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,405.167,357.167,18,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,484.5,311.167,19,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,556.5,273.833,20,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,426.5,383.833,21,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,471.167,388.5,22,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,523.833,357.833,23,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f3.tif,LACM Ent 574188,Phausis reticulata,F3,olfactory,trichoid,509.167,396.5,24,pink,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,378,262,1,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,422.833,268.833,2,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,380.833,354.833,3,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,509.5,244.833,4,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,550.833,275.5,5,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,495.5,350.833,6,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,590.167,297.5,7,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,428.167,434.167,8,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,461.5,434.167,9,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,538.833,406.167,10,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,597.5,361.5,11,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,647.5,324.833,12,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,399.5,497.5,13,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,434.833,526.167,14,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,478.167,532.833,15,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,521.5,469.5,16,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,571.5,470.167,17,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,600.833,498.167,18,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,616.833,428.167,19,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,411.5,572.167,20,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,528.833,570.833,21,yellow,,,,,,,,,,,,,,,,,,
Phausis reticulata f4.tif,LACM Ent 574188,Phausis reticulata,F4,mechano,NA,648.833,495.5,22,yellow,,,,,,,,,,,,,,,,,,
