Photo,Specimen,Species,Location,Sensillum_type,Olfactory_type,x,y,Number,Comments,,,,,,,,,,,,,,,,,,
Pyropyga nigricans F2L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F2,olfactory,trichoid,169.439,236.75,11,11 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F2L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F2,olfactory,basiconica,195.899,248.82,12,12 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F2L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F2,olfactory,trichoid,204.255,225.145,13,13 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F2L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F2,olfactory,basiconica,242.321,231.644,14,14 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F2L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F2,olfactory,basiconica,233.036,253.462,15,15 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F2L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F2,olfactory,trichoid,271.566,227.93,16,16 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F2L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F2,olfactory,NA,198.22,308.703,17,17 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F2L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F2,olfactory,NA,154.584,274.816,18,18 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F2L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F2,olfactory,trichoid,305.918,142.05,19,19 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F2L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F2,olfactory,trichoid,317.059,147.621,20,20 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F2L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F2,olfactory,trichoid,176.866,134.158,21,21 (pink),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,309.694,7.86,1,1 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,267.773,23.057,2,2 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,250.48,8.908,3,3 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,246.812,91.703,4,4 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,292.926,48.21,5,5 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,326.987,53.45,6,6 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,345.328,48.734,7,7 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,310.742,104.803,8,8 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,341.135,173.974,9,9 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,310.218,169.258,10,10 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,283.493,205.939,11,11 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,233.712,221.659,12,12 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,210.131,198.079,13,13 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,212.227,138.341,14,14 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,206.463,156.157,15,15 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,203.319,242.096,16,16 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,278.777,262.533,17,17 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,309.694,248.384,18,18 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,333.275,268.821,19,19 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,304.454,327.511,20,20 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,281.921,332.227,21,21 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,222.183,324.891,22,22 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,237.904,310.218,23,23 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,202.795,329.083,24,24 (yellow),,,,,,,,,,,,,,,,,,
Pyropyga nigricans F3L_xy.tif,LACM Ent 574184,Pyropyga nigricans,F3,mechano,NA,193.886,280.873,25,25 (yellow),,,,,,,,,,,,,,,,,,
