Photo,Specimen,Species,Location,Sensillum_type,Olfactory_type,x,y,Number,Comments
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,136.469,69.98,1,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,150.245,83.02,2,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,160.163,85.959,3,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,173.204,88.163,4,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,177.429,74.755,5,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,186.98,72.184,6,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,156.49,108.735,7,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,142.531,103.959,8,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,195.98,117.367,9,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,170.449,108.918,10,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,175.959,136.102,11,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,191.571,140.878,12,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,207.551,146.388,13,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,206.082,104.878,14,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,206.082,81.735,15,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,204.061,176.51,16,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,186.98,171.735,17,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,171.735,156.306,18,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,218.388,179.816,19,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,220.041,213.061,20,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,124.347,91.286,21,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,111.122,61.531,22,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,125.082,45.735,23,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,202.224,201.122,24,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,233.816,194.51,25,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,212.878,88.714,26,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,222.061,153.367,27,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,167.327,45,28,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,146.755,25.531,29,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,mechano,NA,108.918,43.163,30,yellow
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,olfactory,trichoid,126.367,23.143,1,pink
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,olfactory,trichoid,147.857,57.857,2,pink
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,olfactory,trichoid,162.918,24.061,3,pink
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,olfactory,trichoid,169.163,21.49,4,pink
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,olfactory,trichoid,181.286,18.184,5,pink
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,olfactory,trichoid,189,28.102,6,pink
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,olfactory,trichoid,178.714,47.204,7,pink
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,olfactory,trichoid,124.347,58.224,8,pink
photuris f1_xy.tif,NCC Ent 1,Photuris sp,F1,olfactory,trichoid,117,27,9,pink
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,94.848,20.606,1,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,138.535,2.879,2,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,180.152,5.505,3,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,150.051,12.98,4,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,103.99,50.152,5,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,113.485,41.061,6,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,126.01,42.475,7,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,158.535,24.293,8,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,189.646,32.576,9,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,214.899,37.02,10,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,116.515,62.677,11,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,132.071,56.616,12,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,141.97,57.222,13,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,153.283,62.475,14,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,173.889,69.141,15,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,187.424,49.949,16,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,202.98,62.273,17,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,210.859,60.657,18,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,123.384,81.869,19,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,105.404,84.697,20,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,135.101,85.101,21,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,182.576,84.899,22,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,192.879,76.818,23,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,101.97,100.253,24,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,116.111,114.798,25,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,125.404,106.717,26,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,135.707,116.212,27,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,144.394,123.687,28,yellow
photuris f2_xy.tif,NCC Ent 1,Photuris sp,F2,mechano,NA,163.182,106.515,29,yellow
